gamma,rho_autolyap,rho_theory
0.001000000000,0.999000392675,0.999000437477
0.021393939394,0.978806026045,0.978806072819
0.041787878788,0.958974284699,0.958974351225
0.062181818182,0.939503930037,0.939504007230
0.082575757576,0.920393663264,0.920393726625
0.102969696970,0.901642086131,0.901642144913
0.123363636364,0.883247789884,0.883247845754
0.143757575758,0.865209286523,0.865209359411
0.164151515152,0.847525086188,0.847525161207
0.184545454545,0.830193593350,0.830193669979
0.204939393939,0.813213180038,0.813213246564
0.225333333333,0.796582131588,0.796582192300
0.245727272727,0.780298673176,0.780298747560
0.266121212121,0.764361016672,0.764361090333
0.286515151515,0.748767259120,0.748767334849
0.306909090909,0.733515458198,0.733515530261
0.327303030303,0.718603595168,0.718603659407
0.347696969697,0.704029574990,0.704029637634
0.368090909091,0.689791249763,0.689791311734
0.388484848485,0.675886396125,0.675886458958
0.408878787879,0.662312723226,0.662312786166
0.429272727273,0.649067871273,0.649067929083
0.449666666667,0.636149391591,0.636149451707
0.470060606061,0.623554786174,0.623554845855
0.490454545455,0.611281473674,0.611281530879
0.510848484848,0.599326790923,0.599326853547
0.531242424242,0.587688041093,0.587688088117
0.551636363636,0.576362370864,0.576362436599
0.572030303030,0.565346960758,0.565347029229
0.592424242424,0.554638850102,0.554638925157
0.612818181818,0.544235032460,0.544235113358
0.633212121212,0.534132431961,0.534132513779
0.653606060606,0.524327894499,0.524327978727
0.674000000000,0.514818216464,0.514818294489
0.694393939394,0.505600124829,0.505600183222
0.714787878788,0.496670252163,0.496670305071
0.735181818182,0.488025191256,0.488025260549
0.755575757576,0.479661509145,0.479661593168
0.775969696970,0.471575709336,0.471575792304
0.796363636364,0.463764210202,0.463764296309
0.816757575758,0.456223406645,0.456223495855
0.837151515152,0.448949647137,0.448949737489
0.857545454545,0.441939264831,0.441939327412
0.877939393939,0.435188469405,0.435188535438
0.898333333333,0.428693548807,0.428693599139
0.918727272727,0.422450669110,0.422450728154
0.939121212121,0.416456052269,0.416456108628
0.959515151515,0.410705850522,0.410705907781
0.979909090909,0.405196220864,0.405196278572
1.000303030303,0.399975783173,0.399975814144
1.020696969697,0.398608758565,0.398608793080
1.041090909091,0.397758073407,0.397758105351
1.061484848485,0.397427534172,0.397427564537
1.081878787879,0.397620891717,0.397620923005
1.102272727273,0.398341842889,0.398341873125
1.122666666667,0.399594018236,0.399594048470
1.143060606061,0.401380998050,0.401381024980
1.163454545455,0.403706296054,0.403706322099
1.183848484848,0.406573379412,0.406573403887
1.204242424242,0.409985657658,0.409985680107
1.224636363636,0.413946486325,0.413946507281
1.245030303030,0.418459168427,0.418459189728
1.265424242424,0.423526959495,0.423526980574
1.285818181818,0.429153061328,0.429153082740
1.306212121212,0.435340631033,0.435340649907
1.326606060606,0.442092767206,0.442092787456
1.347000000000,0.449412532939,0.449412553394
1.367393939394,0.457302937777,0.457302959249
1.387787878788,0.465766949555,0.465766970953
1.408181818182,0.474807487740,0.474807509700
1.428575757576,0.484427431250,0.484427452787
1.448969696970,0.494629612131,0.494629634436
1.469363636364,0.505416825180,0.505416846595
1.489757575758,0.516791819046,0.516791839727
1.510151515152,0.528757303595,0.528757323573
1.530545454545,0.541315947362,0.541315967907
1.550939393939,0.554470378906,0.554470403268
1.571333333333,0.568223199226,0.568223221677
1.591727272727,0.582576954605,0.582576977343
1.612121212121,0.597534164787,0.597534187348
1.632515151515,0.613097307331,0.613097332316
1.652909090909,0.629268821679,0.629268857078
1.673303030303,0.646051140532,0.646051171307
1.693696969697,0.663446620702,0.663446650156
1.714090909091,0.681457605309,0.681457634865
1.734484848485,0.700086407669,0.700849897793
1.754878787879,0.719335292370,0.725986424183
1.775272727273,0.739206510621,0.750818059314
1.795666666667,0.759702270719,0.775324336639
1.816060606061,0.780824754329,0.799487318248
1.836454545455,0.802576114942,0.823291444340
1.856848484848,0.824958467765,0.846723382488
1.877242424242,0.847973904573,0.869771878207
1.897636363636,0.871624503522,0.892427608107
1.918030303030,0.895912274719,0.914683036681
1.938424242424,0.920839231702,0.936532277575
1.958818181818,0.946407344084,0.957970960020
1.979212121212,0.972618581495,0.978996100926
1.999606060606,0.999474843054,0.999605983012
