x,y
1.878384,-0.898990
1.913636,-0.898990
1.948889,-0.898990
1.984141,-0.898990
2.019394,-0.898990
2.054646,-0.898990
2.089899,-0.898990
0.010000,-0.878788
0.045253,-0.878788
0.080505,-0.878788
0.115758,-0.878788
0.151010,-0.878788
0.186263,-0.878788
0.221515,-0.878788
0.256768,-0.878788
0.292020,-0.878788
0.327273,-0.878788
0.362525,-0.878788
0.397778,-0.878788
0.433030,-0.878788
0.468283,-0.878788
0.503535,-0.878788
0.538788,-0.878788
0.574040,-0.878788
0.609293,-0.878788
0.644545,-0.878788
0.679798,-0.878788
0.715051,-0.878788
0.750303,-0.878788
0.785556,-0.878788
0.820808,-0.878788
0.856061,-0.878788
0.891313,-0.878788
0.926566,-0.878788
0.961818,-0.878788
0.997071,-0.878788
1.032323,-0.878788
1.067576,-0.878788
1.102828,-0.878788
1.138081,-0.878788
1.173333,-0.878788
1.208586,-0.878788
1.243838,-0.878788
1.279091,-0.878788
1.314343,-0.878788
1.349596,-0.878788
1.384848,-0.878788
1.420101,-0.878788
1.455354,-0.878788
1.490606,-0.878788
1.525859,-0.878788
1.561111,-0.878788
1.596364,-0.878788
1.631616,-0.878788
1.666869,-0.878788
1.702121,-0.878788
1.737374,-0.878788
1.772626,-0.878788
1.807879,-0.878788
1.843131,-0.878788
1.878384,-0.878788
1.913636,-0.878788
1.948889,-0.878788
1.984141,-0.878788
2.019394,-0.878788
2.054646,-0.878788
2.089899,-0.878788
2.125152,-0.878788
0.010000,-0.858586
0.045253,-0.858586
0.080505,-0.858586
0.115758,-0.858586
0.151010,-0.858586
0.186263,-0.858586
0.221515,-0.858586
0.256768,-0.858586
0.292020,-0.858586
0.327273,-0.858586
0.362525,-0.858586
0.397778,-0.858586
0.433030,-0.858586
0.468283,-0.858586
0.503535,-0.858586
0.538788,-0.858586
0.574040,-0.858586
0.609293,-0.858586
0.644545,-0.858586
0.679798,-0.858586
0.715051,-0.858586
0.750303,-0.858586
0.785556,-0.858586
0.820808,-0.858586
