gamma,delta,rho
0.310707070707,-0.616161616162,0.829534536530
0.333838383838,-0.616161616162,0.818465242158
0.356969696970,-0.616161616162,0.807602941199
0.380101010101,-0.616161616162,0.796944692765
0.403232323232,-0.616161616162,0.786486746026
0.426363636364,-0.616161616162,0.776226073443
0.449494949495,-0.616161616162,0.766159352802
0.472626262626,-0.616161616162,0.756283551455
0.495757575758,-0.616161616162,0.747759311460
0.518888888889,-0.616161616162,0.751974232480
0.542020202020,-0.616161616162,0.765776592083
0.565151515152,-0.616161616162,0.784589150524
0.588282828283,-0.616161616162,0.805664176966
0.611414141414,-0.616161616162,0.828021698126
0.634545454545,-0.616161616162,0.851329345287
0.657676767677,-0.616161616162,0.875450104874
0.680808080808,-0.616161616162,0.900319364041
0.703939393939,-0.616161616162,0.925904517964
0.727070707071,-0.616161616162,0.952188913943
0.750202020202,-0.616161616162,0.979164558556
0.010000000000,-0.595959595960,0.993755817413
0.033131313131,-0.595959595960,0.979506492149
0.056262626263,-0.595959595960,0.965513586878
0.079393939394,-0.595959595960,0.951772674842
0.102525252525,-0.595959595960,0.938282905146
0.125656565657,-0.595959595960,0.925038218498
0.148787878788,-0.595959595960,0.912037193497
0.171919191919,-0.595959595960,0.899274766469
0.195050505051,-0.595959595960,0.886747906060
0.218181818182,-0.595959595960,0.874452817909
0.241313131313,-0.595959595960,0.862386613149
0.264444444444,-0.595959595960,0.850545258567
0.287575757576,-0.595959595960,0.838925590606
0.310707070707,-0.595959595960,0.827524082457
0.333838383838,-0.595959595960,0.816336964832
0.356969696970,-0.595959595960,0.805361035678
0.380101010101,-0.595959595960,0.794593199711
0.403232323232,-0.595959595960,0.784029757453
0.426363636364,-0.595959595960,0.773667310479
0.449494949495,-0.595959595960,0.763503021720
0.472626262626,-0.595959595960,0.753533046208
0.495757575758,-0.595959595960,0.743754360818
0.518888888889,-0.595959595960,0.734862424196
0.542020202020,-0.595959595960,0.737791766189
0.565151515152,-0.595959595960,0.749771627319
0.588282828283,-0.595959595960,0.767353474396
0.611414141414,-0.595959595960,0.787657847805
0.634545454545,-0.595959595960,0.809476162162
0.657676767677,-0.595959595960,0.832352886947
0.680808080808,-0.595959595960,0.856102161650
0.703939393939,-0.595959595960,0.880636217864
0.727070707071,-0.595959595960,0.905910029884
0.750202020202,-0.595959595960,0.931899665962
0.773333333333,-0.595959595960,0.958592582621
0.796464646465,-0.595959595960,0.985982744554
0.010000000000,-0.575757575758,0.993676545654
0.033131313131,-0.575757575758,0.979245899128
0.056262626263,-0.575757575758,0.965076208100
0.079393939394,-0.575757575758,0.951165057515
0.102525252525,-0.575757575758,0.937507985160
0.125656565657,-0.575757575758,0.924102446389
0.148787878788,-0.575757575758,0.910944151042
0.171919191919,-0.575757575758,0.898029690911
0.195050505051,-0.575757575758,0.885355461389
0.218181818182,-0.575757575758,0.872917902413
0.241313131313,-0.575757575758,0.860713456906
0.264444444444,-0.575757575758,0.848738250757
0.287575757576,-0.575757575758,0.836989489064
0.310707070707,-0.575757575758,0.825462949272
0.333838383838,-0.575757575758,0.814155100228
0.356969696970,-0.575757575758,0.803063243410
0.380101010101,-0.575757575758,0.792183145822
0.403232323232,-0.575757575758,0.781511673410
0.426363636364,-0.575757575758,0.771045309833
0.449494949495,-0.575757575758,0.760780960366
0.472626262626,-0.575757575758,0.750714931424
0.495757575758,-0.575757575758,0.740844220662
0.518888888889,-0.575757575758,0.731165272984
0.542020202020,-0.575757575758,0.722023427486
0.565151515152,-0.575757575758,0.723984824180
0.588282828283,-0.575757575758,0.734267735899
0.611414141414,-0.575757575758,0.750523801406
0.634545454545,-0.575757575758,0.769937006293
0.657676767677,-0.575757575758,0.791139115371
0.680808080808,-0.575757575758,0.813535495658
0.703939393939,-0.575757575758,0.836878083475
0.727070707071,-0.575757575758,0.861049966981
0.750202020202,-0.575757575758,0.885990646470
0.773333333333,-0.575757575758,0.911667198857
0.796464646465,-0.575757575758,0.938061474596
0.819595959596,-0.575757575758,0.965163767338
0.842727272727,-0.575757575758,0.992969630985
0.010000000000,-0.555555555556,0.993593894845
0.033131313131,-0.555555555556,0.978978516443
0.056262626263,-0.555555555556,0.964627822677
0.079393939394,-0.555555555556,0.950540860052
0.102525252525,-0.555555555556,0.936713346506
0.125656565657,-0.555555555556,0.923141866549
0.148787878788,-0.555555555556,0.909822782502
0.171919191919,-0.555555555556,0.896752428270
0.195050505051,-0.555555555556,0.883927092425
0.218181818182,-0.555555555556,0.871343170817
0.241313131313,-0.555555555556,0.858996881993
0.264444444444,-0.555555555556,0.846884991915
0.287575757576,-0.555555555556,0.835003346199
0.310707070707,-0.555555555556,0.823348898968
0.333838383838,-0.555555555556,0.811917960512
0.356969696970,-0.555555555556,0.800706750190
0.380101010101,-0.555555555556,0.789711851154
0.403232323232,-0.555555555556,0.778929845928
0.426363636364,-0.555555555556,0.768357201479
0.449494949495,-0.555555555556,0.757990533577
0.472626262626,-0.555555555556,0.747826387528
0.495757575758,-0.555555555556,0.737861392931
0.518888888889,-0.555555555556,0.728092209995
0.542020202020,-0.555555555556,0.718515597343
0.565151515152,-0.555555555556,0.709226485338
0.588282828283,-0.555555555556,0.710472451648
0.611414141414,-0.555555555556,0.719246741502
0.634545454545,-0.555555555556,0.734124600418
0.657676767677,-0.555555555556,0.752556584682
0.680808080808,-0.555555555556,0.773053298546
0.703939393939,-0.555555555556,0.794912409053
0.727070707071,-0.555555555556,0.817808158929
0.750202020202,-0.555555555556,0.841587382545
0.773333333333,-0.555555555556,0.866170494322
0.796464646465,-0.555555555556,0.891513549985
0.819595959596,-0.555555555556,0.917591585027
0.842727272727,-0.555555555556,0.944390484193
0.865858585859,-0.555555555556,0.971902585512
0.010000000000,-0.535353535354,0.993509959351
0.033131313131,-0.535353535354,0.978703860680
0.056262626263,-0.535353535354,0.964167568061
0.079393939394,-0.535353535354,0.949900090694
0.102525252525,-0.535353535354,0.935897546725
0.125656565657,-0.535353535354,0.922156038643
0.148787878788,-0.535353535354,0.908671970957
0.171919191919,-0.535353535354,0.895441591216
0.195050505051,-0.535353535354,0.882461204073
0.218181818182,-0.535353535354,0.869727197140
0.241313131313,-0.535353535354,0.857235734352
0.264444444444,-0.535353535354,0.844983207136
0.287575757576,-0.535353535354,0.832965949789
0.310707070707,-0.535353535354,0.821179865859
0.333838383838,-0.535353535354,0.809622585773
0.356969696970,-0.535353535354,0.798289354665
0.380101010101,-0.535353535354,0.787176944317
0.403232323232,-0.535353535354,0.776281356812
0.426363636364,-0.535353535354,0.765600242187
0.449494949495,-0.535353535354,0.755128830361
0.472626262626,-0.535353535354,0.744864225318
0.495757575758,-0.535353535354,0.734803125982
0.518888888889,-0.535353535354,0.724941705669
0.542020202020,-0.535353535354,0.715276797072
0.565151515152,-0.535353535354,0.705804975954
0.588282828283,-0.535353535354,0.696523000470
0.611414141414,-0.535353535354,0.697190232071
0.634545454545,-0.535353535354,0.704671114541
0.657676767677,-0.535353535354,0.718176529860
0.680808080808,-0.535353535354,0.735555674606
0.703939393939,-0.535353535354,0.755265462198
0.727070707071,-0.535353535354,0.776522332697
0.750202020202,-0.535353535354,0.798925699381
0.773333333333,-0.535353535354,0.822277933432
0.796464646465,-0.535353535354,0.846476147713
0.819595959596,-0.535353535354,0.871463023971
0.842727272727,-0.535353535354,0.897205366018
0.865858585859,-0.535353535354,0.923683697738
0.888989898990,-0.535353535354,0.950886767475
0.912121212121,-0.535353535354,0.978808469140
0.010000000000,-0.515151515152,0.993423514301
0.033131313131,-0.515151515152,0.978421508981
0.056262626263,-0.515151515152,0.963695116353
0.079393939394,-0.515151515152,0.949242353323
0.102525252525,-0.515151515152,0.935059547424
0.125656565657,-0.515151515152,0.921143770160
0.148787878788,-0.515151515152,0.907490477112
0.171919191919,-0.515151515152,0.894095546879
0.195050505051,-0.515151515152,0.880956157984
0.218181818182,-0.515151515152,0.868068231446
0.241313131313,-0.515151515152,0.855427391238
0.264444444444,-0.515151515152,0.843030687392
0.287575757576,-0.515151515152,0.830874457039
0.310707070707,-0.515151515152,0.818954303551
0.333838383838,-0.515151515152,0.807266591106
0.356969696970,-0.515151515152,0.795808559450
0.380101010101,-0.515151515152,0.784575641221
0.403232323232,-0.515151515152,0.773564189672
0.426363636364,-0.515151515152,0.762771572885
0.449494949495,-0.515151515152,0.752193254008
0.472626262626,-0.515151515152,0.741825990065
0.495757575758,-0.515151515152,0.731666270558
0.518888888889,-0.515151515152,0.721710625258
0.542020202020,-0.515151515152,0.711955547166
0.565151515152,-0.515151515152,0.702397629501
0.588282828283,-0.515151515152,0.693033523889
0.611414141414,-0.515151515152,0.683859804165
0.634545454545,-0.515151515152,0.684090704194
0.657676767677,-0.515151515152,0.690491827659
0.680808080808,-0.515151515152,0.702684134947
0.703939393939,-0.515151515152,0.718959789672
0.727070707071,-0.515151515152,0.737821605868
0.750202020202,-0.515151515152,0.758407485403
0.773333333333,-0.515151515152,0.780267180815
0.796464646465,-0.515151515152,0.803153943999
0.819595959596,-0.515151515152,0.826936792582
0.842727272727,-0.515151515152,0.851542337914
0.865858585859,-0.515151515152,0.876927521796
0.888989898990,-0.515151515152,0.903066479949
0.912121212121,-0.515151515152,0.929943660042
0.935252525253,-0.515151515152,0.957549786190
0.958383838384,-0.515151515152,0.985880451278
0.010000000000,-0.494949494949,0.993334650513
0.033131313131,-0.494949494949,0.978131822302
0.056262626263,-0.494949494949,0.963209799076
0.079393939394,-0.494949494949,0.948566654530
0.102525252525,-0.494949494949,0.934199774639
0.125656565657,-0.494949494949,0.920104407270
0.148787878788,-0.494949494949,0.906277001435
0.171919191919,-0.494949494949,0.892713749489
0.195050505051,-0.494949494949,0.879410769725
0.218181818182,-0.494949494949,0.866364425861
0.241313131313,-0.494949494949,0.853570940759
0.264444444444,-0.494949494949,0.841026306057
0.287575757576,-0.494949494949,0.828726797816
0.310707070707,-0.494949494949,0.816668676422
0.333838383838,-0.494949494949,0.804848201647
0.356969696970,-0.494949494949,0.793261598251
0.380101010101,-0.494949494949,0.781905161962
0.403232323232,-0.494949494949,0.770775288930
0.426363636364,-0.494949494949,0.759868164992
0.449494949495,-0.494949494949,0.749180227023
0.472626262626,-0.494949494949,0.738707847398
0.495757575758,-0.494949494949,0.728447509126
0.518888888889,-0.494949494949,0.718395462680
0.542020202020,-0.494949494949,0.708548327618
0.565151515152,-0.494949494949,0.698902547593
0.588282828283,-0.494949494949,0.689454646211
0.611414141414,-0.494949494949,0.680201053619
0.634545454545,-0.494949494949,0.671138807469
0.657676767677,-0.494949494949,0.671140477060
0.680808080808,-0.494949494949,0.676658302065
0.703939393939,-0.494949494949,0.687636581367
0.727070707071,-0.494949494949,0.702791548118
0.750202020202,-0.494949494949,0.720749720687
0.773333333333,-0.494949494949,0.740611791135
0.796464646465,-0.494949494949,0.761872325517
0.819595959596,-0.494949494949,0.784250746079
0.842727272727,-0.494949494949,0.807584403185
0.865858585859,-0.494949494949,0.831780802687
0.888989898990,-0.494949494949,0.856785195884
0.912121212121,-0.494949494949,0.882564156319
0.935252525253,-0.494949494949,0.909097020703
0.958383838384,-0.494949494949,0.936370895367
0.981515151515,-0.494949494949,0.964378591773
1.004646464646,-0.494949494949,0.993116874393
0.010000000000,-0.474747474747,0.993243898188
0.033131313131,-0.474747474747,0.977834254624
0.056262626263,-0.474747474747,0.962710253715
0.079393939394,-0.474747474747,0.947872842587
0.102525252525,-0.474747474747,0.933315917013
0.125656565657,-0.474747474747,0.919036333196
0.148787878788,-0.474747474747,0.905030212129
0.171919191919,-0.474747474747,0.891293400781
0.195050505051,-0.474747474747,0.877822875686
0.218181818182,-0.474747474747,0.864614150334
0.241313131313,-0.474747474747,0.851663229896
0.264444444444,-0.474747474747,0.838966825046
0.287575757576,-0.474747474747,0.826520573312
0.310707070707,-0.474747474747,0.814320822168
0.333838383838,-0.474747474747,0.802363784156
0.356969696970,-0.474747474747,0.790645621393
0.380101010101,-0.474747474747,0.779162574097
0.403232323232,-0.474747474747,0.767910882965
0.426363636364,-0.474747474747,0.756886874547
0.449494949495,-0.474747474747,0.746086697357
