gamma,delta,rho
1.919090909091,-0.656565656566,0.948144980985
1.950909090909,-0.656565656566,0.954352230192
1.982727272727,-0.656565656566,0.960506947554
2.014545454545,-0.656565656566,0.966609708966
2.046363636364,-0.656565656566,0.972660975436
2.078181818182,-0.656565656566,0.978661480140
2.110000000000,-0.656565656566,0.984611635397
2.141818181818,-0.656565656566,0.990511990628
2.173636363636,-0.656565656566,0.996363133255
0.010000000000,-0.636363636364,0.993900893008
0.041818181818,-0.636363636364,0.974649411263
0.073636363636,-0.636363636364,0.955639316714
0.105454545455,-0.636363636364,0.936873222880
0.137272727273,-0.636363636364,0.918352797625
0.169090909091,-0.636363636364,0.900080643076
0.200909090909,-0.636363636364,0.882060353092
0.232727272727,-0.636363636364,0.864295416621
0.264545454545,-0.636363636364,0.846789768894
0.296363636364,-0.636363636364,0.829547966758
0.328181818182,-0.636363636364,0.812575515636
0.360000000000,-0.636363636364,0.795879313723
0.391818181818,-0.636363636364,0.779468357251
0.423636363636,-0.636363636364,0.763355001898
0.455454545455,-0.636363636364,0.747557149210
0.487272727273,-0.636363636364,0.732102371062
0.519090909091,-0.636363636364,0.717036443933
0.550909090909,-0.636363636364,0.702443292040
0.582727272727,-0.636363636364,0.688500501650
0.614545454545,-0.636363636364,0.675689611270
0.646363636364,-0.636363636364,0.664585918424
0.678181818182,-0.636363636364,0.656382638962
0.710000000000,-0.636363636364,0.653277347140
0.741818181818,-0.636363636364,0.653773810366
0.773636363636,-0.636363636364,0.656538090987
0.805454545455,-0.636363636364,0.660766092203
0.837272727273,-0.636363636364,0.665940359851
0.869090909091,-0.636363636364,0.671722225722
0.900909090909,-0.636363636364,0.677891702862
0.932727272727,-0.636363636364,0.684314734371
0.964545454545,-0.636363636364,0.690902232942
0.996363636364,-0.636363636364,0.697593837511
1.028181818182,-0.636363636364,0.704347823284
1.060000000000,-0.636363636364,0.711134300817
1.091818181818,-0.636363636364,0.717931872233
1.123636363636,-0.636363636364,0.724724799307
1.155454545455,-0.636363636364,0.731501362476
1.187272727273,-0.636363636364,0.738252713285
1.219090909091,-0.636363636364,0.744972109795
1.250909090909,-0.636363636364,0.751654539727
1.282727272727,-0.636363636364,0.758295935027
1.314545454545,-0.636363636364,0.764893292431
1.346363636364,-0.636363636364,0.771444296418
1.378181818182,-0.636363636364,0.777947204938
1.410000000000,-0.636363636364,0.784400611665
1.441818181818,-0.636363636364,0.790803538811
1.473636363636,-0.636363636364,0.797155296417
1.505454545455,-0.636363636364,0.803455353113
1.537272727273,-0.636363636364,0.809703406182
1.569090909091,-0.636363636364,0.815899275248
1.600909090909,-0.636363636364,0.822042900573
1.632727272727,-0.636363636364,0.828134367720
1.664545454545,-0.636363636364,0.834173798718
1.696363636364,-0.636363636364,0.840161317728
1.728181818182,-0.636363636364,0.846097299401
1.760000000000,-0.636363636364,0.851982027293
1.791818181818,-0.636363636364,0.857815788138
1.823636363636,-0.636363636364,0.863598934840
1.855454545455,-0.636363636364,0.869331976941
1.887272727273,-0.636363636364,0.875015206646
1.919090909091,-0.636363636364,0.880649089813
1.950909090909,-0.636363636364,0.886234283581
1.982727272727,-0.636363636364,0.891770958082
2.014545454545,-0.636363636364,0.897259848252
2.046363636364,-0.636363636364,0.902701063615
2.078181818182,-0.636363636364,0.908095538646
2.110000000000,-0.636363636364,0.913443409123
2.141818181818,-0.636363636364,0.918745338895
2.173636363636,-0.636363636364,0.924001648556
2.205454545455,-0.636363636364,0.929213284665
2.237272727273,-0.636363636364,0.934380100912
2.269090909091,-0.636363636364,0.939503187382
2.300909090909,-0.636363636364,0.944582561116
2.332727272727,-0.636363636364,0.949619054795
2.364545454545,-0.636363636364,0.954612799001
2.396363636364,-0.636363636364,0.959564619016
2.428181818182,-0.636363636364,0.964474827998
2.460000000000,-0.636363636364,0.969343869095
2.491818181818,-0.636363636364,0.974172290562
2.523636363636,-0.636363636364,0.978960489300
2.555454545455,-0.636363636364,0.991891315048
0.010000000000,-0.616161616162,0.993824712699
0.041818181818,-0.616161616162,0.974338754066
0.073636363636,-0.616161616162,0.955105338919
0.105454545455,-0.616161616162,0.936126537709
0.137272727273,-0.616161616162,0.917403351516
0.169090909091,-0.616161616162,0.898938653962
0.200909090909,-0.616161616162,0.880735320501
0.232727272727,-0.616161616162,0.862795900861
0.264545454545,-0.616161616162,0.845123492656
0.296363636364,-0.616161616162,0.827721603910
0.328181818182,-0.616161616162,0.810594083934
0.360000000000,-0.616161616162,0.793745467420
0.391818181818,-0.616161616162,0.777181273435
0.423636363636,-0.616161616162,0.760908624817
0.455454545455,-0.616161616162,0.744937035706
0.487272727273,-0.616161616162,0.729280058052
0.519090909091,-0.616161616162,0.713958068523
0.550909090909,-0.616161616162,0.699004021739
0.582727272727,-0.616161616162,0.684476017640
0.614545454545,-0.616161616162,0.670489424142
0.646363636364,-0.616161616162,0.657320849223
0.678181818182,-0.616161616162,0.645701198322
0.710000000000,-0.616161616162,0.635996181519
0.741818181818,-0.616161616162,0.630214769394
0.773636363636,-0.616161616162,0.628386917627
0.805454545455,-0.616161616162,0.629077397186
0.837272727273,-0.616161616162,0.631469234057
0.869090909091,-0.616161616162,0.635013536460
0.900909090909,-0.616161616162,0.639337546494
0.932727272727,-0.616161616162,0.644197591563
0.964545454545,-0.616161616162,0.649426251170
0.996363636364,-0.616161616162,0.654908603513
1.028181818182,-0.616161616162,0.660564614169
1.060000000000,-0.616161616162,0.666337965844
1.091818181818,-0.616161616162,0.672188042648
1.123636363636,-0.616161616162,0.678085379303
1.155454545455,-0.616161616162,0.684008013845
1.187272727273,-0.616161616162,0.689939468750
1.219090909091,-0.616161616162,0.695867482710
1.250909090909,-0.616161616162,0.701782207478
1.282727272727,-0.616161616162,0.707676311868
1.314545454545,-0.616161616162,0.713544047439
1.346363636364,-0.616161616162,0.719380833675
1.378181818182,-0.616161616162,0.725183096947
1.410000000000,-0.616161616162,0.730948111827
1.441818181818,-0.616161616162,0.736673651728
1.473636363636,-0.616161616162,0.742358008395
1.505454545455,-0.616161616162,0.747999816755
1.537272727273,-0.616161616162,0.753598129378
1.569090909091,-0.616161616162,0.759152101678
1.600909090909,-0.616161616162,0.764661183453
1.632727272727,-0.616161616162,0.770125032895
1.664545454545,-0.616161616162,0.775543397353
1.696363636364,-0.616161616162,0.780916033313
1.728181818182,-0.616161616162,0.786243132108
1.760000000000,-0.616161616162,0.791524524127
1.791818181818,-0.616161616162,0.796760364829
1.823636363636,-0.616161616162,0.801950946453
1.855454545455,-0.616161616162,0.807096389259
1.887272727273,-0.616161616162,0.812196930831
1.919090909091,-0.616161616162,0.817252918459
1.950909090909,-0.616161616162,0.822264652702
1.982727272727,-0.616161616162,0.827232463691
2.014545454545,-0.616161616162,0.832156743317
2.046363636364,-0.616161616162,0.837037830827
2.078181818182,-0.616161616162,0.841876104504
2.110000000000,-0.616161616162,0.846672033784
2.141818181818,-0.616161616162,0.851426006389
2.173636363636,-0.616161616162,0.856138349980
2.205454545455,-0.616161616162,0.860809605891
2.237272727273,-0.616161616162,0.865440191704
2.269090909091,-0.616161616162,0.870030387276
2.300909090909,-0.616161616162,0.874580856396
2.332727272727,-0.616161616162,0.879091851398
2.364545454545,-0.616161616162,0.883563903173
2.396363636364,-0.616161616162,0.889683208487
2.428181818182,-0.616161616162,0.905269745971
2.460000000000,-0.616161616162,0.920837675681
2.491818181818,-0.616161616162,0.936379014996
2.523636363636,-0.616161616162,0.951886408090
2.555454545455,-0.616161616162,0.967353043319
2.587272727273,-0.616161616162,0.982772709796
2.619090909091,-0.616161616162,0.998139615918
0.010000000000,-0.595959595960,0.993746802060
0.041818181818,-0.595959595960,0.974020839704
0.073636363636,-0.595959595960,0.954559348805
0.105454545455,-0.595959595960,0.935361901345
0.137272727273,-0.595959595960,0.916431172751
0.169090909091,-0.595959595960,0.897770754957
0.200909090909,-0.595959595960,0.879381931726
0.232727272727,-0.595959595960,0.861267618410
0.264545454545,-0.595959595960,0.843430536400
0.296363636364,-0.595959595960,0.825873228227
0.328181818182,-0.595959595960,0.808598414072
0.360000000000,-0.595959595960,0.791608749523
0.391818181818,-0.595959595960,0.774907069257
0.423636363636,-0.595959595960,0.758497526173
0.455454545455,-0.595959595960,0.742386131264
0.487272727273,-0.595959595960,0.726579762447
0.519090909091,-0.595959595960,0.711087979370
0.550909090909,-0.595959595960,0.695924842043
0.582727272727,-0.595959595960,0.681112512865
0.614545454545,-0.595959595960,0.666688744356
0.646363636364,-0.595959595960,0.652724907734
0.678181818182,-0.595959595960,0.639377093991
0.710000000000,-0.595959595960,0.627085622927
0.741818181818,-0.595959595960,0.616630783305
0.773636363636,-0.595959595960,0.608670872043
0.805454545455,-0.595959595960,0.604667333937
0.837272727273,-0.595959595960,0.603446058932
0.869090909091,-0.595959595960,0.604053560718
0.900909090909,-0.595959595960,0.605940380662
0.932727272727,-0.595959595960,0.608768322977
0.964545454545,-0.595959595960,0.612278265064
0.996363636364,-0.595959595960,0.616279184804
1.028181818182,-0.595959595960,0.620633177276
1.060000000000,-0.595959595960,0.625240884194
1.091818181818,-0.595959595960,0.630030476952
1.123636363636,-0.595959595960,0.634949380332
1.155454545455,-0.595959595960,0.639958691784
1.187272727273,-0.595959595960,0.645029254723
1.219090909091,-0.595959595960,0.650138972094
