l1,rho_autolyap,rho_davis_yin,rho_pedregosa_gidel
28.800000000000,0.874535777250,0.997891718671,0.935064935065
29.200000000000,0.876088365912,0.997945430638,0.935897435897
29.600000000000,0.877603112589,0.997997115847,0.936708860759
30.000000000000,0.879081316002,0.998046875000,0.937500000000
30.400000000000,0.880524270340,0.998094802622,0.938271604938
30.800000000000,0.881933219851,0.998140987507,0.939024390244
31.200000000000,0.883309304714,0.998185513137,0.939759036145
31.600000000000,0.884653806221,0.998228458050,0.940476190476
32.000000000000,0.885967745156,0.998269896194,0.941176470588
32.400000000000,0.887252096088,0.998309897242,0.941860465116
32.800000000000,0.888507784640,0.998348526886,0.942528735632
33.200000000000,0.889735920817,0.998385847107,0.943181818182
33.600000000000,0.890937319967,0.998421916425,0.943820224719
34.000000000000,0.892112826322,0.998456790123,0.944444444444
34.400000000000,0.893263285104,0.998490520469,0.945054945055
34.800000000000,0.894389449588,0.998523156900,0.945652173913
35.200000000000,0.895492191786,0.998554746213,0.946236559140
35.600000000000,0.896572105586,0.998585332730,0.946808510638
36.000000000000,0.897629989993,0.998614958449,0.947368421053
36.400000000000,0.898666492962,0.998643663194,0.947916666667
36.800000000000,0.899682246622,0.998671484749,0.948453608247
37.200000000000,0.900677813262,0.998698458975,0.948979591837
37.600000000000,0.901653828246,0.998724619937,0.949494949495
38.000000000000,0.902610861553,0.998750000000,0.950000000000
38.400000000000,0.903549469717,0.998774629938,0.950495049505
38.800000000000,0.904470179238,0.998798539023,0.950980392157
39.200000000000,0.905373453816,0.998821755114,0.951456310680
39.600000000000,0.906259844064,0.998844304734,0.951923076923
40.000000000000,0.907129813903,0.998866213152,0.952380952381
